Unnamed: 0,type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,accepted_default,chose_nudge,og_baskets,actual_baskets,num_features,cost,reaction_time,trial_type,trial_index,time_elapsed,nudge_type,participant_id,points_click_cost,points_action_utility,points_metalevel_reward,source,n_prizes,n_baskets
361.0,mouselab,False,[],"[[4, 6], [6, 5], [3, 6], [4, 5], [6, 2]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[5, 2, 3, 4, 16]",20.0,22,1,0.037,0.037,0.0,[],default,default,1,True,True,2.0,2.0,5.0,2,1920.0,implicit-mouselab,26.0,351470.0,default,17,0.0,110.0,110.0,real,5,2
362.0,mouselab,False,[],"[[4, 8], [4, 7]]","[[2, 2], [2, 2]]","[14, 16]",2.0,23,1,0.075,0.075,0.0,[],default,default,1,True,True,2.0,2.0,2.0,2,1391.0,implicit-mouselab,27.0,354019.0,default,17,0.0,224.0,224.0,real,2,2
363.0,mouselab,False,"[5, 5, 7, 7, 6, 6, 8, 8, 9, 9]","[[6, 4, 6, 5, 5], [4, 4, 7, 5, 4], [3, 5, 8, 4, 6], [6, 4, 6, 6, 3], [5, 5, 8, 4, 4]]","[[2, 2, 2, 2, 2], [0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[3, 17, 5, 4, 1]",22.0,24,2,0.07,0.0666666666666666,0.0033333333333333,"[5, 7, 6, 8, 9]",default,control,2,False,True,5.0,5.0,5.0,2,8416.0,implicit-mouselab,28.0,364072.0,default,17,10.0,209.0,199.0,real,5,5
364.0,mouselab,False,[],"[[1, 5, 3, 4, 6], [1, 5, 4, 8, 8]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[8, 22]",14.0,25,4,0.075,0.075,0.0,[],default,default,4,True,True,5.0,5.0,2.0,2,1591.0,implicit-mouselab,29.0,366901.0,default,17,0.0,224.0,224.0,real,2,5
365.0,mouselab,False,[],"[[5, 3, 4, 5, 5], [5, 4, 5, 5, 6], [6, 5, 3, 8, 5], [4, 8, 7, 5, 6], [4, 5, 8, 5, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[1, 10, 12, 5, 2]",20.0,26,4,0.056,0.056,0.0,[],default,default,4,True,True,5.0,5.0,5.0,2,2014.0,implicit-mouselab,30.0,370748.0,default,17,0.0,169.0,169.0,real,5,5
366.0,mouselab,False,[],"[[6, 4, 6, 5, 5], [5, 6, 4, 7, 7], [3, 7, 6, 3, 6], [6, 4, 1, 3, 4], [6, 3, 6, 6, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 18, 4, 3, 3]",24.0,27,4,0.061,0.061,0.0,[],default,default,4,True,True,5.0,5.0,5.0,2,1265.0,implicit-mouselab,31.0,373237.0,default,17,0.0,184.0,184.0,real,5,5
367.0,mouselab,False,[],"[[8, 5, 7, 5, 5], [4, 6, 8, 5, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[8, 22]",14.0,28,2,0.077,0.077,0.0,[],default,default,2,True,True,5.0,5.0,2.0,2,1527.0,implicit-mouselab,32.0,376021.0,default,17,0.0,232.0,232.0,real,2,5
368.0,mouselab,False,"[2, 2, 3, 3]","[[4, 6], [3, 4], [3, 2], [8, 4], [4, 6]]","[[2, 2], [0, 0], [2, 2], [2, 2], [2, 2]]","[1, 10, 6, 7, 6]",10.0,29,1,0.041,0.0396666666666666,0.0013333333333333,"[2, 3]",default,control,1,False,True,2.0,2.0,5.0,2,4320.0,implicit-mouselab,33.0,382006.0,default,17,4.0,122.0,118.0,real,5,2
369.0,mouselab,False,"[6, 6, 7, 7]","[[5, 5], [1, 8], [4, 4], [5, 7], [4, 1]]","[[2, 2], [2, 2], [2, 2], [0, 0], [2, 2]]","[7, 1, 4, 13, 5]",16.0,30,1,0.052,0.0506666666666666,0.0013333333333333,"[6, 7]",default,control,1,False,True,2.0,2.0,5.0,2,3443.0,implicit-mouselab,34.0,387155.0,default,17,4.0,155.0,151.0,real,5,2
370.0,mouselab,False,"[5, 5, 7, 7, 9, 9, 6, 6]","[[6, 4, 6, 4, 3], [5, 8, 3, 5, 3]]","[[2, 2, 2, 2, 2], [0, 0, 0, 2, 0]]","[3, 27]",24.0,31,1,0.076,0.0733333333333333,0.0026666666666666,"[5, 7, 9, 6]",default,control,1,False,True,5.0,5.0,2.0,2,6109.0,implicit-mouselab,35.0,394470.0,default,17,8.0,228.0,220.0,real,2,5
371.0,mouselab,False,[],"[[3, 9, 4, 2, 7], [6, 6, 6, 0, 3], [2, 3, 7, 7, 4], [5, 3, 7, 6, 5], [7, 5, 6, 3, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 2, 5, 2, 19]",26.0,32,2,0.061,0.061,0.0,[],default,default,2,True,True,5.0,5.0,5.0,2,1728.0,implicit-mouselab,36.0,398284.0,default,17,0.0,183.0,183.0,real,5,5
372.0,mouselab,False,[],"[[7, 5], [2, 2], [4, 5], [2, 6], [3, 3]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[10, 5, 10, 2, 3]",16.0,33,1,0.044,0.044,0.0,[],default,default,1,True,True,2.0,2.0,5.0,2,1278.0,implicit-mouselab,37.0,400720.0,default,17,0.0,131.0,131.0,real,5,2
373.0,mouselab,False,[],"[[7, 6], [4, 3], [9, 4], [8, 6], [3, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[15, 5, 5, 2, 3]",18.0,34,0,0.065,0.065,0.0,[],default,default,0,True,True,2.0,2.0,5.0,2,1507.0,implicit-mouselab,38.0,405017.0,default,17,0.0,195.0,195.0,real,5,2
374.0,mouselab,True,"[0, 0, 2, 2, 1, 1, 4, 4, 3, 3]","[[3, 4, 3, 7, 7], [4, 4, 7, 4, 6]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[22, 8]",14.0,1,4,0.067,0.0636666666666666,0.0033333333333333,"[0, 2, 1, 4, 3]",default,control,4,False,True,5.0,5.0,2.0,2,20019.0,implicit-mouselab,4.0,351295.0,default,18,10.0,202.0,192.0,real,2,5
375.0,mouselab,True,[],"[[5, 0], [2, 4], [6, 7], [5, 5], [7, 4]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[6, 10, 6, 4, 4]",8.0,2,0,0.045,0.045,0.0,[],default,control,0,False,True,2.0,2.0,5.0,2,7791.0,implicit-mouselab,5.0,365179.0,default,18,0.0,134.0,134.0,real,5,2
376.0,mouselab,False,"[2, 2, 3, 3, 1, 1, 0, 0]","[[7, 3], [5, 6]]","[[0, 0], [0, 0]]","[13, 17]",4.0,3,0,0.059,0.0563333333333333,0.0026666666666666,"[2, 3, 1, 0]",default,control,0,False,True,2.0,2.0,2.0,2,15755.0,implicit-mouselab,7.0,386411.0,default,18,8.0,176.0,168.0,real,2,2
377.0,mouselab,False,"[9, 9, 8, 8, 7, 7, 6, 6, 5, 5]","[[5, 3, 4, 6, 7], [8, 3, 7, 8, 3]]","[[2, 2, 2, 2, 2], [0, 0, 0, 0, 0]]","[14, 16]",2.0,4,3,0.071,0.0676666666666666,0.0033333333333333,"[9, 8, 7, 6, 5]",default,control,3,False,True,5.0,5.0,2.0,2,12959.0,implicit-mouselab,8.0,401459.0,default,18,10.0,212.0,202.0,real,2,5
378.0,mouselab,False,[],"[[7, 3, 4, 7, 4], [3, 6, 4, 4, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[29, 1]",28.0,5,3,0.069,0.069,0.0,[],default,default,3,True,True,5.0,5.0,2.0,2,2971.0,implicit-mouselab,9.0,406727.0,default,18,0.0,207.0,207.0,real,2,5
379.0,mouselab,False,[],"[[6, 4], [4, 7]]","[[2, 2], [2, 2]]","[22, 8]",14.0,6,1,0.048,0.048,0.0,[],default,default,1,True,True,2.0,2.0,2.0,2,2067.0,implicit-mouselab,10.0,409639.0,default,18,0.0,144.0,144.0,real,2,2
380.0,mouselab,False,[],"[[3, 7, 1, 4, 6], [4, 3, 5, 7, 3], [4, 6, 4, 4, 2], [4, 7, 5, 5, 2], [3, 7, 5, 8, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[7, 11, 3, 1, 8]",16.0,7,1,0.054,0.054,0.0,[],default,default,1,True,True,5.0,5.0,5.0,2,1620.0,implicit-mouselab,11.0,412435.0,default,18,0.0,163.0,163.0,real,5,5
381.0,mouselab,False,[],"[[4, 5], [5, 4]]","[[2, 2], [2, 2]]","[27, 3]",24.0,8,0,0.041,0.041,0.0,[],default,default,0,True,True,2.0,2.0,2.0,2,1371.0,implicit-mouselab,12.0,414499.0,default,18,0.0,123.0,123.0,real,2,2
382.0,mouselab,False,[],"[[4, 1, 4, 5, 3], [7, 6, 3, 5, 5], [8, 8, 3, 8, 4], [6, 5, 4, 8, 4], [2, 5, 2, 4, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[8, 2, 5, 4, 11]",14.0,9,3,0.055,0.055,0.0,[],default,default,3,True,True,5.0,5.0,5.0,2,1007.0,implicit-mouselab,13.0,416223.0,default,18,0.0,166.0,166.0,real,5,5
383.0,mouselab,False,[],"[[4, 3, 5, 5, 6], [6, 8, 8, 3, 5], [7, 6, 9, 9, 3], [6, 2, 2, 6, 9], [5, 7, 4, 3, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[5, 2, 2, 16, 5]",20.0,10,3,0.053,0.053,0.0,[],default,control,4,False,False,5.0,5.0,5.0,2,2099.0,implicit-mouselab,14.0,419979.0,default,18,0.0,160.0,160.0,real,5,5
384.0,mouselab,False,[],"[[2, 6], [6, 6]]","[[2, 2], [2, 2]]","[11, 19]",8.0,11,0,0.045,0.045,0.0,[],default,control,1,False,False,2.0,2.0,2.0,2,1687.0,implicit-mouselab,15.0,422359.0,default,18,0.0,136.0,136.0,real,2,2
385.0,mouselab,False,[],"[[2, 5, 4, 2, 5], [3, 7, 4, 4, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[29, 1]",28.0,12,2,0.04,0.04,0.0,[],default,control,1,False,False,5.0,5.0,2.0,2,2979.0,implicit-mouselab,16.0,426779.0,default,18,0.0,120.0,120.0,real,2,5
386.0,mouselab,False,[],"[[3, 5], [8, 4]]","[[2, 2], [2, 2]]","[12, 18]",6.0,13,0,0.06,0.06,0.0,[],default,default,0,True,True,2.0,2.0,2.0,2,2027.0,implicit-mouselab,17.0,429616.0,default,18,0.0,180.0,180.0,real,2,2
387.0,mouselab,False,[],"[[5, 5, 2, 5, 6], [3, 5, 5, 6, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[25, 5]",20.0,14,3,0.052,0.052,0.0,[],default,default,3,True,True,5.0,5.0,2.0,2,1631.0,implicit-mouselab,18.0,431963.0,default,18,0.0,155.0,155.0,real,2,5
388.0,mouselab,False,[],"[[4, 8], [4, 5], [7, 6], [4, 3], [7, 4]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[8, 5, 4, 4, 9]",10.0,15,1,0.054,0.054,0.0,[],default,default,1,True,True,2.0,2.0,5.0,2,1375.0,implicit-mouselab,19.0,434231.0,default,18,0.0,161.0,161.0,real,5,2
389.0,mouselab,False,[],"[[3, 5], [3, 2]]","[[2, 2], [2, 2]]","[3, 27]",24.0,16,0,0.03,0.03,0.0,[],default,control,1,False,False,2.0,2.0,2.0,2,799.0,implicit-mouselab,20.0,436271.0,default,18,0.0,90.0,90.0,real,2,2
390.0,mouselab,False,[],"[[4, 3], [6, 3]]","[[2, 2], [2, 2]]","[3, 27]",24.0,17,1,0.03,0.03,0.0,[],default,control,0,False,False,2.0,2.0,2.0,2,1511.0,implicit-mouselab,21.0,438439.0,default,18,0.0,90.0,90.0,real,2,2
391.0,mouselab,False,"[4, 4, 5, 5]","[[8, 5], [6, 6], [7, 6], [3, 5], [6, 6]]","[[2, 2], [2, 2], [0, 0], [2, 2], [2, 2]]","[4, 3, 9, 7, 7]",10.0,18,0,0.059,0.0576666666666666,0.0013333333333333,"[4, 5]",default,control,0,False,True,2.0,2.0,5.0,2,13287.0,implicit-mouselab,22.0,454871.0,default,18,4.0,176.0,172.0,real,5,2
392.0,mouselab,False,"[8, 8, 9, 9, 6, 6, 7, 7]","[[8, 7], [6, 7], [5, 4], [6, 3], [4, 3]]","[[2, 2], [2, 2], [2, 2], [0, 0], [0, 0]]","[2, 4, 3, 10, 11]",18.0,19,0,0.053,0.0503333333333333,0.0026666666666666,"[8, 9, 6, 7]",default,control,0,False,True,2.0,2.0,5.0,2,5644.0,implicit-mouselab,23.0,462220.0,default,18,8.0,159.0,151.0,real,5,2
393.0,mouselab,False,[],"[[4, 6, 5, 6, 4], [5, 9, 5, 6, 6], [4, 7, 5, 5, 5], [4, 5, 5, 5, 4], [5, 6, 5, 5, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[9, 3, 5, 7, 6]",8.0,20,1,0.062,0.062,0.0,[],default,default,1,True,True,5.0,5.0,5.0,2,2616.0,implicit-mouselab,24.0,466100.0,default,18,0.0,187.0,187.0,real,5,5
394.0,mouselab,False,"[4, 4, 5, 5]","[[7, 6], [3, 2], [5, 4], [6, 5], [8, 6]]","[[2, 2], [2, 2], [0, 0], [2, 2], [2, 2]]","[6, 1, 12, 7, 4]",14.0,21,0,0.06,0.0586666666666666,0.0013333333333333,"[4, 5]",default,control,0,False,True,2.0,2.0,5.0,2,3675.0,implicit-mouselab,25.0,471323.0,default,18,4.0,179.0,175.0,real,5,2
395.0,mouselab,False,"[15, 15, 19, 19, 17, 17]","[[5, 7, 6, 6, 7], [4, 7, 7, 3, 7], [4, 4, 7, 6, 7], [6, 7, 7, 7, 5], [6, 6, 4, 5, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 0, 2, 0], [2, 2, 2, 2, 2]]","[7, 6, 1, 9, 7]",10.0,22,2,0.061,0.059,0.002,"[15, 19, 17]",default,control,4,False,False,5.0,5.0,5.0,2,6207.0,implicit-mouselab,26.0,480044.0,default,18,6.0,182.0,176.0,real,5,5
396.0,mouselab,False,[],"[[5, 3], [5, 8], [6, 4], [8, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[2, 5, 1, 7, 15]",20.0,23,0,0.072,0.072,0.0,[],default,default,0,True,True,2.0,2.0,5.0,2,1672.0,implicit-mouselab,27.0,482608.0,default,18,0.0,217.0,217.0,real,5,2
397.0,mouselab,False,[],"[[6, 5], [4, 4], [4, 4], [5, 3], [3, 4]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[8, 3, 10, 6, 3]",12.0,24,0,0.046,0.046,0.0,[],default,default,0,True,True,2.0,2.0,5.0,2,1184.0,implicit-mouselab,28.0,484587.0,default,18,0.0,139.0,139.0,real,5,2
398.0,mouselab,False,[],"[[4, 4, 4, 4, 4], [6, 7, 5, 7, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[20, 10]",10.0,25,3,0.05,0.05,0.0,[],default,default,3,True,True,5.0,5.0,2.0,2,1352.0,implicit-mouselab,29.0,486735.0,default,18,0.0,150.0,150.0,real,2,5
399.0,mouselab,False,[],"[[4, 5, 6, 4, 4], [4, 6, 8, 4, 0], [4, 1, 5, 7, 6], [7, 10, 5, 6, 8], [5, 5, 2, 6, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[6, 2, 5, 11, 6]",10.0,26,3,0.056,0.056,0.0,[],default,control,3,False,True,5.0,5.0,5.0,2,2915.0,implicit-mouselab,30.0,490815.0,default,18,0.0,169.0,169.0,real,5,5
400.0,mouselab,False,[],"[[5, 4, 4, 8, 7], [5, 7, 9, 2, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[20, 10]",10.0,27,4,0.067,0.067,0.0,[],default,default,4,True,True,5.0,5.0,2.0,2,2391.0,implicit-mouselab,31.0,494188.0,default,18,0.0,200.0,200.0,real,2,5
401.0,mouselab,False,[],"[[4, 5], [3, 3]]","[[2, 2], [2, 2]]","[4, 26]",22.0,28,1,0.033,0.033,0.0,[],default,default,1,True,True,2.0,2.0,2.0,2,1988.0,implicit-mouselab,32.0,497072.0,default,18,0.0,98.0,98.0,real,2,2
402.0,mouselab,False,"[0, 1, 1, 2, 3, 4, 2, 3, 4, 0]","[[4, 6, 2, 4, 5], [6, 3, 3, 6, 4]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[25, 5]",20.0,29,1,0.055,0.0516666666666666,0.0033333333333333,"[1, 2, 3, 4, 0]",default,control,0,False,False,5.0,5.0,2.0,2,6594.0,implicit-mouselab,33.0,506654.0,default,18,10.0,165.0,155.0,real,2,5
403.0,mouselab,False,[],"[[4, 5], [4, 7], [3, 4], [3, 5], [5, 4]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[2, 4, 12, 10, 2]",20.0,30,1,0.048,0.048,0.0,[],default,default,1,True,True,2.0,2.0,5.0,2,2272.0,implicit-mouselab,34.0,509786.0,default,18,0.0,144.0,144.0,real,5,2
404.0,mouselab,False,"[6, 6, 7, 7]","[[8, 4], [3, 2], [7, 2], [3, 6], [3, 5]]","[[2, 2], [2, 2], [2, 2], [0, 0], [2, 2]]","[2, 8, 2, 17, 1]",26.0,31,1,0.045,0.0436666666666666,0.0013333333333333,"[6, 7]",default,control,0,False,False,2.0,2.0,5.0,2,4387.0,implicit-mouselab,35.0,516054.0,default,18,4.0,135.0,131.0,real,5,2
405.0,mouselab,False,"[15, 15, 17, 17, 19, 19]","[[5, 4, 7, 5, 6], [7, 5, 5, 6, 4], [7, 5, 8, 6, 3], [5, 1, 8, 7, 3], [5, 4, 3, 6, 8]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 0, 2, 0], [2, 2, 2, 2, 2]]","[5, 1, 5, 10, 9]",14.0,32,2,0.062,0.06,0.002,"[15, 17, 19]",default,control,2,False,True,5.0,5.0,5.0,2,5299.0,implicit-mouselab,36.0,521995.0,default,18,6.0,187.0,181.0,real,5,5
406.0,mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 9, 9, 8, 8, 7, 7, 6, 6, 5, 5]","[[4, 7, 2, 6, 8], [5, 5, 6, 4, 7]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[15, 15]",0.0,33,4,0.075,0.0683333333333333,0.0066666666666666,"[0, 1, 2, 3, 4, 9, 8, 7, 6, 5]",default,control,4,False,True,5.0,5.0,2.0,2,13056.0,implicit-mouselab,37.0,536834.0,default,18,20.0,225.0,205.0,real,2,5
407.0,mouselab,False,[],"[[5, 4, 6, 3, 1], [6, 6, 7, 6, 4], [6, 7, 4, 4, 2], [6, 2, 6, 9, 5], [3, 1, 7, 7, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[7, 11, 9, 2, 1]",18.0,34,2,0.058,0.058,0.0,[],default,default,2,True,True,5.0,5.0,5.0,2,1451.0,implicit-mouselab,38.0,539422.0,default,18,0.0,174.0,174.0,real,5,5
408.0,mouselab,True,"[0, 0, 2, 2, 4, 4, 6, 6, 8, 8, 1, 1, 3, 3, 5, 5, 7, 7, 9, 9, 6, 7, 7, 6, 6, 6]","[[5, 7], [5, 6], [4, 7], [8, 9], [3, 7]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[3, 6, 2, 11, 8]",14.0,1,1,0.075,0.0683333333333333,0.0066666666666666,"[0, 2, 4, 6, 8, 1, 3, 5, 7, 9]",default,control,1,False,True,2.0,2.0,5.0,2,23598.0,implicit-mouselab,4.0,213417.0,default,19,20.0,226.0,206.0,real,5,2
409.0,mouselab,True,"[0, 0, 5, 5, 1, 1, 6, 6, 2, 2, 7, 7, 3, 3, 8, 8, 4, 4, 9, 9]","[[4, 4, 2, 5, 7], [5, 6, 7, 7, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[6, 24]",18.0,2,4,0.062,0.0553333333333333,0.0066666666666666,"[0, 5, 1, 6, 2, 7, 3, 8, 4, 9]",default,control,4,False,True,5.0,5.0,2.0,2,10003.0,implicit-mouselab,5.0,224884.0,default,19,20.0,186.0,166.0,real,2,5
410.0,mouselab,False,"[0, 0, 2, 2, 4, 4, 6, 6, 8, 8, 9, 9, 7, 7, 5, 5, 3, 3, 1, 1]","[[6, 7], [3, 4], [5, 6], [7, 5], [4, 3]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[4, 8, 5, 10, 3]",12.0,3,1,0.05,0.0433333333333333,0.0066666666666666,"[0, 2, 4, 6, 8, 9, 7, 5, 3, 1]",default,control,0,False,False,2.0,2.0,5.0,2,13632.0,implicit-mouselab,7.0,242842.0,default,19,20.0,149.0,129.0,real,5,2
411.0,mouselab,False,[],"[[3, 4, 5, 3, 2], [3, 0, 3, 5, 6], [3, 5, 1, 4, 5], [5, 6, 5, 5, 2], [8, 6, 7, 6, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[3, 1, 4, 14, 8]",20.0,4,3,0.049,0.049,0.0,[],default,default,3,True,True,5.0,5.0,5.0,2,3739.0,implicit-mouselab,8.0,249126.0,default,19,0.0,148.0,148.0,real,5,5
412.0,mouselab,False,"[5, 5, 6, 6, 7, 7, 8, 8, 9, 9]","[[1, 5, 5, 6, 5], [3, 6, 7, 4, 5]]","[[2, 2, 2, 2, 2], [0, 0, 0, 0, 0]]","[1, 29]",28.0,5,2,0.069,0.0656666666666666,0.0033333333333333,"[5, 6, 7, 8, 9]",default,control,2,False,True,5.0,5.0,2.0,2,8982.0,implicit-mouselab,9.0,259508.0,default,19,10.0,208.0,198.0,real,2,5
413.0,mouselab,False,[],"[[6, 6], [2, 3], [8, 1], [6, 2], [7, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[9, 9, 2, 4, 6]",12.0,6,0,0.051,0.051,0.0,[],default,default,0,True,True,2.0,2.0,5.0,2,1580.0,implicit-mouselab,10.0,262596.0,default,19,0.0,154.0,154.0,real,5,2
414.0,mouselab,False,"[10, 10, 11, 11, 12, 12, 13, 13, 14, 14, 20, 20, 21, 21, 22, 22, 23, 23, 24, 24]","[[5, 6, 5, 2, 8], [6, 3, 5, 4, 6], [4, 7, 3, 6, 4], [5, 6, 5, 6, 5], [4, 4, 7, 4, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0]]","[3, 2, 12, 2, 11]",22.0,7,1,0.055,0.0483333333333333,0.0066666666666666,"[10, 11, 12, 13, 14, 20, 21, 22, 23, 24]",default,control,4,False,False,5.0,5.0,5.0,2,14160.0,implicit-mouselab,11.0,278412.0,default,19,20.0,164.0,144.0,real,5,5
415.0,mouselab,False,[],"[[6, 4], [3, 8]]","[[2, 2], [2, 2]]","[6, 24]",18.0,8,1,0.072,0.072,0.0,[],default,default,1,True,True,2.0,2.0,2.0,2,1699.0,implicit-mouselab,12.0,281684.0,default,19,0.0,216.0,216.0,real,2,2
416.0,mouselab,False,"[2, 2, 3, 3]","[[3, 5], [4, 6]]","[[2, 2], [0, 0]]","[6, 24]",18.0,9,1,0.058,0.0566666666666666,0.0013333333333333,"[2, 3]",default,control,1,False,True,2.0,2.0,2.0,2,3665.0,implicit-mouselab,13.0,287022.0,default,19,4.0,174.0,170.0,real,2,2
417.0,mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]","[[3, 9, 3, 7, 8], [5, 5, 3, 5, 2]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[25, 5]",20.0,10,1,0.083,0.0796666666666666,0.0033333333333333,"[0, 1, 2, 3, 4]",default,control,1,False,True,5.0,5.0,2.0,2,5020.0,implicit-mouselab,14.0,292972.0,default,19,10.0,250.0,240.0,real,2,5
418.0,mouselab,False,[],"[[5, 8], [5, 4]]","[[2, 2], [2, 2]]","[4, 26]",22.0,11,1,0.045,0.045,0.0,[],default,default,1,True,True,2.0,2.0,2.0,2,1716.0,implicit-mouselab,15.0,298903.0,default,19,0.0,136.0,136.0,real,2,2
419.0,mouselab,False,"[2, 2, 3, 3, 1, 1, 0, 0]","[[4, 6], [4, 6]]","[[0, 0], [0, 0]]","[14, 16]",2.0,12,1,0.06,0.0573333333333333,0.0026666666666666,"[2, 3, 1, 0]",default,control,1,False,True,2.0,2.0,2.0,2,4059.0,implicit-mouselab,16.0,304264.0,default,19,8.0,180.0,172.0,real,2,2
420.0,mouselab,False,"[4, 4, 5, 5, 8, 8, 9, 9]","[[7, 7], [4, 4], [8, 2], [5, 5], [5, 3]]","[[2, 2], [2, 2], [0, 0], [2, 2], [0, 0]]","[1, 2, 17, 1, 9]",28.0,13,0,0.067,0.0643333333333333,0.0026666666666666,"[4, 5, 8, 9]",default,control,0,False,True,2.0,2.0,5.0,2,4355.0,implicit-mouselab,17.0,310020.0,default,19,8.0,201.0,193.0,real,5,2
421.0,mouselab,False,[],"[[4, 4, 5, 5, 3], [5, 4, 6, 6, 6], [5, 5, 2, 6, 5], [5, 5, 3, 6, 3], [3, 7, 6, 5, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[7, 3, 10, 6, 4]",10.0,14,3,0.056,0.056,0.0,[],default,default,3,True,True,5.0,5.0,5.0,2,1904.0,implicit-mouselab,18.0,313299.0,default,19,0.0,169.0,169.0,real,5,5
422.0,mouselab,False,"[5, 5, 6, 6, 7, 7, 8, 8, 9, 9]","[[6, 7, 3, 7, 5], [6, 7, 4, 7, 3]]","[[2, 2, 2, 2, 2], [0, 0, 0, 0, 0]]","[1, 29]",28.0,15,3,0.07,0.0666666666666666,0.0033333333333333,"[5, 6, 7, 8, 9]",default,default,1,False,False,5.0,5.0,2.0,2,8432.0,implicit-mouselab,19.0,323165.0,default,19,10.0,210.0,200.0,real,2,5
423.0,mouselab,False,"[2, 2, 3, 3]","[[3, 5], [7, 7]]","[[2, 2], [0, 0]]","[10, 20]",10.0,16,0,0.057,0.0556666666666666,0.0013333333333333,"[2, 3]",default,default,1,False,False,2.0,2.0,2.0,2,4873.0,implicit-mouselab,20.0,329309.0,default,19,4.0,170.0,166.0,real,2,2
